"peak","T3h-Neu-Rep1","T3h-Neu-Rep2","T3h-Neu-Rep3","T6h-Neu-Rep1","T6h-Neu-Rep2","T6h-Neu-Rep3","T12h-Neu-Rep1","T12h-Neu-Rep2","T12h-Neu-Rep3"
"chr10_88880143_88881136",0,54,114,42,98,0,23,3,157
"chr10_89251580_89252285",2,30,63,32,60,0,9,6,94
"chr10_89643750_89644264",1,36,89,72,102,1,25,9,124
"chr10_89701140_89701809",1,70,129,87,137,0,31,8,182
"chr10_91220128_91220961",2,32,82,31,76,0,15,3,112
"chr10_91409883_91410658",4,26,62,31,38,0,14,2,52
"chr10_91798160_91798751",3,26,53,18,42,2,6,2,45
"chr10_91908512_91909184",0,26,44,25,54,3,9,2,66
"chr10_91923523_91924151",7,32,76,31,57,0,12,5,71
"chr10_92290773_92291472",1,42,97,38,79,0,15,5,114
"chr10_92592764_92593366",0,33,71,33,48,1,13,1,80
"chr10_92756909_92757572",1,37,48,16,52,1,14,1,85
"chr10_93496219_93496900",1,37,69,31,65,2,11,5,105
"chr10_93702324_93702923",1,52,82,37,76,1,11,2,93
"chr10_94362592_94363319",0,22,52,29,37,2,16,1,57
"chr10_95183417_95184034",4,22,45,27,41,1,12,4,47
"chr10_95561155_95561778",16,46,84,54,77,4,25,2,103
"chr10_95656415_95657088",5,42,66,35,78,4,22,3,90
"chr10_95693694_95694395",4,94,182,97,171,0,46,10,256
"chr10_95907622_95908237",5,42,98,28,56,0,9,5,84
"chr10_96043251_96044034",2,31,59,29,72,1,10,1,78
"chr10_96089621_96090202",2,29,57,19,40,2,11,5,49
"chr10_96129521_96130323",2,35,75,25,63,0,21,4,83
"chr10_96375163_96375767",1,32,66,14,25,1,10,4,58
"chr10_96720279_96720836",2,22,35,9,18,1,9,0,35
"chr10_96832085_96833383",5,55,65,24,52,0,7,2,80
"chr10_97292043_97293066",7,54,110,53,96,4,18,7,113
"chr10_97318931_97319853",5,58,71,27,43,2,13,4,76
"chr10_97334530_97335233",3,53,82,25,90,0,15,6,121
"chr10_97425823_97426464",0,42,64,48,115,0,14,4,132
"chr10_97445820_97446371",1,41,87,43,63,0,12,2,101
"chr10_97498100_97499015",10,69,133,85,170,0,23,7,205
"chr10_97640155_97640923",2,59,103,48,92,2,16,5,141
"chr10_97687026_97687627",0,61,97,66,99,0,26,9,152
"chr10_97736745_97737582",0,55,78,38,79,1,13,4,90
"chr10_98134344_98134901",1,36,61,33,46,2,10,0,70
"chr10_99430456_99431151",2,68,128,59,100,2,22,7,144
"chr10_99620334_99621309",1,139,200,128,247,4,52,13,286
"chr10_99658999_99659738",6,47,90,33,75,4,13,3,108
"chr10_99731895_99732476",2,36,79,22,80,2,12,3,79
"chr10_100535524_100536191",0,42,85,57,98,0,24,5,117
"chr10_100912522_100913596",1,59,88,46,83,0,22,9,125
"chr10_101060681_101061555",4,58,93,47,101,0,26,7,134
"chr10_101353574_101354408",3,84,146,68,169,2,44,15,255
"chr10_101818295_101818882",0,85,135,72,120,1,26,2,160
"chr10_102055528_102056519",5,55,73,33,76,2,22,8,108
"chr10_102065026_102065648",1,32,48,16,44,1,14,4,78
"chr10_102132409_102133292",11,55,104,40,92,5,26,4,172
"chr10_102151891_102152758",2,75,113,66,132,1,22,5,165
"chr10_102245080_102245756",7,76,145,66,162,2,21,17,199
"chr10_102393809_102394619",4,68,82,51,82,5,18,9,161
"chr10_102420580_102421433",7,47,95,44,100,0,27,10,162
"chr10_102501910_102503121",11,111,186,111,221,3,30,13,270
"chr10_102503569_102504121",1,46,67,35,71,1,17,4,92
"chr10_102641880_102642450",4,37,48,33,56,1,7,1,78
"chr10_102645778_102646303",6,42,63,27,68,4,13,5,105
"chr10_102714030_102714799",3,54,103,43,122,1,26,5,153
"chr10_102743494_102744067",3,66,102,63,106,0,17,5,123
"chr10_102854183_102854784",1,40,63,20,41,2,10,5,70
"chr10_102917420_102918730",8,147,213,116,239,8,43,12,343
"chr10_103367666_103368796",7,64,96,41,86,6,18,5,134
"chr10_103396327_103396939",0,47,68,52,94,0,11,6,105
"chr10_103645083_103645606",3,28,56,15,40,0,8,7,48
"chr10_103659857_103660629",2,26,57,3,30,1,11,6,80
"chr10_103757611_103758249",2,33,67,16,34,1,8,1,71
"chr10_103917946_103918753",0,41,95,57,88,0,12,7,136
"chr10_104121617_104122310",1,72,178,101,166,1,28,6,192
"chr10_104232138_104232745",1,41,81,32,72,3,14,2,95
"chr10_104268757_104269361",7,77,116,75,133,5,20,9,133
"chr10_104323927_104324774",3,45,78,30,69,3,25,6,70
"chr10_104337793_104338664",1,42,72,27,62,1,16,6,75
"chr10_110076756_110077267",0,40,87,35,81,1,25,3,74
"chr10_110210989_110211527",1,46,57,31,61,1,13,3,68
"chr10_110225567_110226636",6,63,122,62,119,1,24,4,145
"chr10_110304775_110305342",0,39,71,35,60,0,9,7,63
"chr10_110567146_110567954",2,49,93,55,68,0,17,7,137
"chr10_110671941_110672597",1,26,39,19,34,0,11,1,53
"chr10_110871442_110872496",3,45,93,44,96,0,22,5,113
"chr10_110918437_110919659",3,110,271,149,280,2,66,14,346
"chr10_112183458_112184117",2,26,68,31,51,2,13,3,85
"chr10_112985907_112986426",2,20,59,28,54,0,7,4,52
"chr10_113679491_113680440",4,36,49,25,55,2,16,1,82
"chr10_114174029_114174577",0,26,59,30,66,0,13,1,84
"chr10_114526555_114527123",0,17,36,33,60,1,11,3,72
"chr10_114544154_114544737",5,23,40,18,57,1,13,4,63
"chr10_114874760_114875303",1,13,32,24,23,0,9,6,32
"chr10_114937878_114938493",2,44,92,45,101,2,14,10,112
"chr10_118046406_118047295",0,45,83,33,57,1,11,3,80
"chr10_118342049_118342583",1,23,63,25,47,0,9,3,66
"chr10_118754723_118755435",2,62,130,61,133,0,27,7,220
"chr10_119080150_119081158",1,42,93,43,86,0,21,3,121
"chr10_119165312_119166129",1,27,62,16,32,0,5,3,62
"chr10_119596454_119597462",0,72,98,53,117,0,24,4,171
"chr10_119725529_119726308",0,71,93,47,114,0,18,5,133
"chr10_119872701_119873330",1,23,50,15,36,0,3,4,55
"chr10_119892226_119892938",7,31,69,23,52,3,11,6,88
"chr10_120851031_120851633",0,21,45,25,31,0,12,5,58
"chr10_122953999_122954570",4,52,82,38,74,1,13,3,97
"chr10_122980141_122980781",2,56,87,45,75,1,20,9,135
"chr10_123008440_123009126",0,34,72,41,66,0,21,2,91
"chr10_123153910_123154610",5,67,112,60,118,4,19,4,147
"chr10_124916469_124917086",6,47,79,33,80,0,13,0,106
"chr10_125160922_125161765",5,42,66,21,54,6,9,7,78
"chr10_125719271_125719894",2,42,104,73,89,1,24,5,125
"chr10_125822964_125823814",2,46,88,45,82,3,15,4,132
"chr10_126041605_126042278",6,40,72,14,44,3,18,3,78
"chr10_128064423_128065185",0,62,86,48,80,0,16,6,108
"chr10_130110355_130111556",5,108,171,112,206,6,52,8,327
"chr10_131900223_131901103",2,53,106,65,112,1,20,1,131
"chr10_131981663_131982340",2,20,45,40,61,1,9,2,65
"chr10_132331547_132332380",0,35,76,68,124,0,12,2,159
"chr10_132537107_132537937",3,66,99,104,150,2,36,6,208
"chr10_133258833_133259619",8,34,72,35,65,4,18,8,93
"chr10_133308643_133309595",0,61,102,74,128,5,28,8,162
"chr10_133393971_133394598",0,42,68,42,86,0,11,9,102
"chr10_133764105_133765326",2,38,56,21,48,3,16,3,71
"chr11_207208_207831",18,42,76,42,94,8,32,3,123
"chr11_235957_237328",25,46,84,44,74,20,17,5,115
"chr11_447997_448593",8,22,33,22,50,6,10,1,49
"chr11_449914_450508",16,46,62,17,50,8,6,3,72
"chr11_506488_507294",18,18,28,28,46,21,12,0,83
"chr11_615726_616321",18,23,35,22,23,6,2,0,45
"chr11_694947_695915",26,91,172,131,217,41,29,14,312
"chr11_809167_810178",27,76,122,64,136,18,25,11,212
"chr11_1309319_1310117",11,21,49,54,62,3,12,2,87
"chr11_2301672_2302268",0,33,52,20,52,0,10,3,101
"chr11_2400061_2400885",6,132,258,208,341,2,76,22,464
"chr11_2992034_2992723",3,30,39,32,55,2,13,3,64
"chr11_3378910_3379534",2,31,70,37,64,0,20,3,83
"chr11_3422248_3423157",0,35,36,39,57,0,12,5,85
"chr11_3797348_3798079",0,107,165,116,245,0,41,10,243
"chr11_3841220_3842009",1,37,44,22,42,1,11,4,74
"chr11_3854841_3855576",2,47,82,43,95,0,14,9,131
"chr11_4094372_4094966",0,23,56,18,42,1,14,6,58
"chr11_4455422_4456077",1,25,42,18,29,0,10,4,33
"chr11_4607938_4608552",6,36,81,47,90,0,12,2,98
"chr11_5624715_5625325",5,31,61,26,44,0,10,2,62
"chr11_6234475_6235131",2,126,237,168,296,1,52,13,380
"chr11_6390035_6390807",0,42,76,34,68,0,15,8,114
"chr11_6481106_6481744",7,56,116,53,91,3,13,6,131
"chr11_6603307_6603932",0,31,64,20,45,1,11,4,65
"chr11_6612029_6612766",1,44,111,37,83,0,20,6,107
"chr11_6683102_6683739",2,72,125,72,156,1,26,8,176
"chr11_7513433_7514277",2,32,52,24,37,1,11,1,76
"chr11_7986906_7987591",1,49,140,72,131,2,18,7,151
"chr11_8682380_8683049",6,50,82,28,56,1,18,1,83
"chr11_8688651_8689342",0,41,88,48,100,0,20,7,106
"chr11_8964103_8965085",2,39,80,33,63,3,14,3,105
"chr11_9314316_9315110",2,44,84,64,109,0,20,4,135
"chr11_9364094_9364759",0,46,75,28,67,0,23,5,114
"chr11_9460515_9461147",0,122,205,127,251,0,34,13,277
"chr11_9572818_9573814",4,58,100,74,136,1,25,12,178
"chr11_9601277_9601838",2,20,40,8,34,0,8,4,48
"chr11_9757969_9758654",1,37,64,26,50,2,7,1,77
"chr11_10540801_10541428",4,35,62,32,60,2,14,5,71
"chr11_10808329_10809352",2,88,124,63,118,2,20,7,176
"chr11_10857523_10858451",2,61,119,62,85,1,17,6,140
"chr11_11416398_11417093",7,35,53,26,54,3,10,2,74
"chr11_11841409_11842537",2,47,87,23,58,0,16,5,111
"chr11_13297814_13298360",2,32,65,18,34,0,9,2,44
"chr11_13462907_13463596",0,51,68,33,60,0,14,4,84
"chr11_13668155_13668841",2,104,187,134,290,3,50,9,349
"chr11_14271033_14271606",1,22,36,19,52,2,13,4,69
"chr11_14519906_14520669",0,48,132,49,93,1,31,11,149
"chr11_14578449_14578985",0,19,59,20,30,0,10,1,34
"chr11_14643558_14644728",5,62,106,23,67,0,15,7,125
"chr11_14891394_14892614",6,100,179,85,184,0,44,15,281
"chr11_15074604_15075330",2,34,49,24,46,0,11,14,58
"chr11_15113259_15113781",2,19,54,23,55,1,13,1,57
"chr11_15577426_15577962",0,21,60,22,29,1,8,1,35
"chr11_15649929_15650547",1,35,71,30,59,1,20,5,99
"chr11_15800012_15800699",2,31,97,41,98,2,24,6,105
"chr11_16606094_16606676",2,18,46,32,53,4,11,2,61
"chr11_16613590_16614166",2,23,36,28,49,0,13,3,50
"chr11_16738242_16738894",1,46,138,92,151,0,39,8,169
"chr11_17077457_17078061",5,62,115,68,114,2,30,5,142
"chr11_17207502_17208396",1,33,71,29,67,0,13,3,75
"chr11_17276203_17277150",1,97,167,60,169,0,38,11,224
"chr11_17351401_17352096",2,20,35,13,36,0,10,3,48
"chr11_18012685_18013567",6,41,57,50,108,1,22,4,116
"chr11_18105660_18106358",2,33,54,25,42,1,7,4,65
"chr11_18321897_18322564",0,67,119,76,125,0,25,4,146
"chr11_18395759_18396438",3,70,132,81,139,1,23,6,153
"chr11_18526354_18527115",2,57,93,54,102,0,24,2,129
"chr11_18634186_18634799",0,54,114,69,120,0,21,4,132
"chr11_19071203_19071464",0,11,26,10,15,0,5,2,21
"chr11_19116793_19117341",2,37,63,40,58,1,22,8,83
"chr11_19240738_19241419",0,38,78,55,87,1,18,5,123
"chr11_20387089_20387724",0,67,161,100,137,0,28,11,205
"chr11_21625883_21626456",3,39,106,115,195,2,38,13,186
"chr11_22163237_22163792",1,37,106,97,169,0,19,7,159
"chr11_22624967_22626120",2,61,160,168,270,0,51,14,296
"chr11_22829163_22830335",5,63,158,144,226,2,40,9,307
"chr11_22875803_22876341",0,7,35,31,39,1,10,1,38
"chr11_22976098_22976597",0,12,26,15,26,0,7,2,29
"chr11_23539886_23540468",1,13,26,17,36,0,8,2,44
"chr11_27362790_27363601",2,37,95,46,100,1,24,5,124
"chr11_27506106_27507143",2,29,104,58,112,0,17,8,138
"chr11_28107912_28108536",0,50,144,104,214,0,44,14,223
"chr11_29518599_29519229",3,26,86,101,144,1,29,11,161
"chr11_29527490_29528059",1,34,127,106,164,4,36,11,169
"chr11_29616560_29617089",0,10,25,33,45,0,9,5,46
"chr11_30322762_30323340",2,51,108,100,174,0,33,12,148
"chr11_31369527_31370143",3,48,82,59,112,4,17,2,98
"chr11_31509477_31510066",3,68,163,89,166,0,19,6,204
"chr11_32434305_32435070",2,39,62,27,61,0,11,4,94
"chr11_32583405_32584029",2,65,111,57,124,1,23,4,128
"chr11_33015598_33016322",3,30,55,25,44,3,10,4,72
"chr11_33039061_33040049",8,59,124,40,96,3,32,8,147
"chr11_33161209_33161838",1,41,62,34,80,0,11,1,69
"chr11_33257121_33258661",1,84,145,57,132,0,32,9,156
"chr11_33700631_33701286",1,37,62,50,71,0,11,5,122
"chr11_33735975_33736813",1,26,58,11,35,1,11,2,58
"chr11_34105263_34105912",0,60,115,70,96,2,16,10,137
"chr11_34357790_34358403",2,35,70,33,76,0,9,4,103
"chr11_34438550_34439193",2,73,103,68,128,0,28,9,162
"chr11_35082407_35082968",0,25,58,13,31,0,10,3,56
"chr11_36149591_36150216",0,49,92,29,97,2,18,3,93
"chr11_36509802_36510557",2,48,98,50,100,2,34,12,125
"chr11_36594159_36594910",1,39,95,82,108,0,27,5,123
"chr11_36746982_36747586",0,15,59,40,57,3,11,6,83
"chr11_37450530_37451032",0,12,30,33,37,0,11,2,46
"chr11_40405563_40406076",0,14,29,47,79,0,14,4,78
"chr11_42085617_42086164",1,18,39,58,74,1,20,10,83
"chr11_43311708_43312301",1,62,119,97,165,1,28,12,175
"chr11_43358600_43359386",0,45,91,65,96,0,33,16,140
"chr11_43643911_43644659",2,32,71,19,58,0,16,0,70
"chr11_43680296_43680902",0,98,232,136,267,0,65,16,305
"chr11_43880480_43881064",0,40,92,51,97,1,17,4,88
"chr11_44565117_44565722",0,67,101,63,135,1,25,7,175
"chr11_44862155_44862701",9,36,89,32,62,2,18,6,78
"chr11_45383138_45383697",0,26,64,24,56,4,9,5,47
"chr11_45846982_45847746",1,67,114,42,97,2,13,7,146
"chr11_45917702_45918343",7,69,132,49,108,4,29,6,137
"chr11_46127130_46127629",1,15,24,14,24,0,7,1,36
"chr11_46243143_46243790",2,35,59,17,52,0,10,4,58
"chr11_46318503_46319096",3,46,65,27,53,6,9,4,71
"chr11_46616892_46617863",1,32,65,26,57,0,12,4,70
"chr11_46670897_46671478",1,41,70,16,46,3,13,1,89
"chr11_46700518_46701071",5,35,83,63,106,1,24,3,127
"chr11_47176658_47177551",7,55,87,52,95,5,16,3,124
"chr11_47214123_47215491",1,64,74,46,94,0,17,3,115
"chr11_47268786_47270259",4,77,114,65,119,5,20,9,143
"chr11_47394362_47394943",0,23,41,10,33,0,11,3,42
"chr11_47407838_47408636",0,72,109,58,128,0,27,4,186
"chr11_47426156_47426880",0,39,70,36,65,0,26,9,80
"chr11_47552901_47553609",0,35,58,47,64,0,12,5,110
"chr11_47578692_47579289",2,42,80,29,55,0,10,4,76
"chr11_47642111_47642974",5,49,105,74,150,2,32,9,193
"chr11_47766916_47767768",1,114,194,132,261,1,41,10,270
"chr11_47917758_47918552",1,36,54,31,60,0,14,3,83
"chr11_47946889_47947660",1,39,79,28,70,2,14,6,101
"chr11_48020017_48020685",6,34,73,30,50,4,14,5,53
"chr11_48031944_48032554",1,28,50,27,56,0,11,2,59
"chr11_49526151_49526670",1,12,32,30,42,0,9,1,50
"chr11_50075751_50076354",1,41,63,43,91,2,11,3,93
"chr11_57218840_57219562",4,17,28,14,35,2,15,4,47
"chr11_57324827_57325504",4,49,114,85,148,1,26,5,137
"chr11_57424623_57425613",25,82,126,52,141,24,31,6,150
"chr11_57484275_57484880",0,29,65,17,38,0,10,4,49
"chr11_57513946_57514553",3,21,52,18,29,0,10,2,61
"chr11_57530434_57531204",1,60,87,82,114,0,27,7,146
"chr11_57657278_57657943",0,56,131,95,169,1,42,11,209
"chr11_57667188_57668307",4,146,336,232,432,2,89,18,467
"chr11_57711953_57712686",3,89,176,121,219,3,41,11,245
"chr11_57741078_57741658",1,56,103,69,117,0,21,10,135
"chr11_57792122_57792665",2,36,82,40,97,1,12,6,81
"chr11_57800590_57801091",2,15,23,12,26,2,7,4,26
"chr11_58578027_58579169",2,92,195,135,236,2,45,16,263
"chr11_59142394_59143096",0,24,64,26,39,0,13,3,66
"chr11_59565884_59566599",0,26,44,16,30,1,10,1,41
"chr11_59615614_59616386",1,170,323,165,398,1,60,24,442
"chr11_59668899_59669490",2,47,68,70,88,0,10,3,88
"chr11_60841763_60842365",0,30,50,25,43,0,7,2,47
"chr11_60906361_60906913",3,48,76,32,47,2,12,5,86
"chr11_61161142_61162030",2,42,63,47,89,5,19,4,128
"chr11_61361520_61362559",4,46,95,34,80,2,15,3,120
"chr11_61792336_61793388",21,38,91,21,39,6,9,2,72
"chr11_62025369_62026033",2,72,113,31,91,1,14,6,87
"chr11_62556301_62556936",3,49,44,22,52,7,9,6,94
"chr11_62573730_62574351",4,69,108,51,114,8,18,5,148
"chr11_62591390_62592152",7,83,83,45,109,0,21,5,141
"chr11_62601392_62602181",10,53,70,47,64,1,15,1,108
"chr11_62621657_62622500",1,38,67,41,92,0,14,6,108
"chr11_62646297_62646850",0,44,63,27,65,0,10,7,59
"chr11_62664838_62665572",3,29,58,22,57,1,9,2,62
"chr11_62709265_62709927",0,37,56,20,67,0,15,4,64
"chr11_62727018_62728242",6,77,129,83,159,1,27,12,236
"chr11_62753887_62754540",7,63,131,57,133,3,21,8,167
"chr11_62771054_62771738",5,48,42,28,62,2,11,6,92
"chr11_62786977_62787546",1,30,65,28,56,5,11,4,62
"chr11_62805036_62805876",1,63,94,68,111,0,12,12,145
"chr11_62831515_62832428",2,71,97,55,146,1,19,4,134
"chr11_62855705_62856282",3,49,87,60,91,0,14,2,118
"chr11_62880829_62881847",1,54,83,28,56,1,13,5,79
"chr11_63671225_63671963",7,42,71,24,63,2,11,3,87
"chr11_63681105_63681801",5,32,55,23,61,5,6,2,76
"chr11_63838500_63839264",9,48,103,76,127,0,10,11,180
"chr11_63871889_63872546",9,38,60,30,50,3,12,6,93
"chr11_63938466_63939122",0,39,67,44,69,0,15,7,116
"chr11_63974189_63974822",3,49,70,34,69,2,18,10,101
"chr11_64185555_64186229",2,125,203,160,286,0,50,26,348
"chr11_64230226_64230819",2,32,71,26,63,2,15,7,77
"chr11_64240773_64241827",2,99,152,123,251,0,29,9,297
"chr11_64269568_64270376",2,81,121,103,164,0,26,9,240
"chr11_64284447_64284999",2,24,51,19,39,1,7,6,69
"chr11_64285259_64286015",5,24,58,29,59,4,17,8,100
"chr11_64304898_64305556",1,50,82,64,118,0,22,6,159
"chr11_64317307_64318429",2,93,129,80,154,0,33,15,213
"chr11_64778430_64779235",0,90,157,140,246,0,36,5,274
"chr11_64878266_64879004",3,56,107,72,124,6,26,5,170
"chr11_64916941_64917648",3,49,82,29,83,0,12,8,147
"chr11_65013391_65014518",5,44,89,36,86,2,16,11,115
"chr11_65027268_65027963",0,34,64,17,43,2,10,1,72
"chr11_65040744_65041277",4,51,64,29,63,1,13,6,87
"chr11_65083817_65084406",5,36,67,43,54,1,13,3,91
"chr11_65117402_65118136",1,45,76,41,84,2,13,5,121
"chr11_65121904_65122506",4,56,88,31,79,1,15,5,100
"chr11_65134341_65135346",0,55,98,30,81,0,23,7,115
"chr11_65261588_65262220",1,23,46,42,65,0,11,5,82
"chr11_65477205_65477893",2,34,39,24,43,1,12,2,65
"chr11_65497202_65497854",4,48,70,46,110,1,20,5,134
"chr11_65569992_65570562",2,49,93,51,83,1,13,6,144
"chr11_65574215_65574797",1,31,51,40,80,0,12,6,104
"chr11_65615254_65615950",2,132,195,135,262,5,47,16,392
"chr11_65652347_65653256",6,39,69,49,66,6,11,3,143
"chr11_65711696_65712499",5,49,88,56,100,3,10,6,155
"chr11_65857824_65858613",0,50,85,60,77,1,20,7,103
"chr11_65888219_65888895",1,39,43,32,59,0,12,2,78
"chr11_65890264_65890871",0,33,46,20,47,0,11,4,67
"chr11_65918836_65919796",2,40,57,41,64,4,16,4,113
"chr11_65961271_65961927",0,42,51,26,37,0,11,2,70
"chr11_66051912_66052523",5,39,78,42,78,0,20,4,152
"chr11_66268203_66268832",1,60,93,60,110,1,21,4,169
"chr11_66282274_66282890",3,32,31,14,25,1,6,2,45
"chr11_66288879_66289601",2,55,89,65,102,1,17,7,154
"chr11_66311934_66313185",3,82,129,68,116,3,20,6,174
"chr11_66480005_66480624",2,37,59,28,43,4,18,5,91
"chr11_66545812_66546386",0,30,44,16,38,0,11,0,62
"chr11_66592792_66593377",2,28,60,19,41,3,9,2,72
"chr11_66616262_66616901",9,57,83,39,110,3,11,4,134
"chr11_66638185_66638791",4,56,100,46,109,6,16,8,120
"chr11_66677564_66678179",4,29,47,32,39,2,9,2,71
"chr11_66842973_66843788",3,34,73,28,63,1,12,5,93
"chr11_66958122_66958765",0,33,48,28,55,0,13,5,79
"chr11_67277261_67277971",6,46,60,24,57,0,12,8,104
"chr11_67288188_67288822",9,32,56,24,48,2,12,6,86
"chr11_67317418_67318033",0,38,67,45,74,0,8,8,104
"chr11_67353022_67353997",4,44,88,42,89,1,15,2,147
"chr11_67421084_67421640",2,20,49,16,35,4,10,1,51
"chr11_67428145_67428762",0,31,68,23,43,0,10,3,76
"chr11_67482792_67483322",1,37,62,29,58,0,10,5,107
"chr11_67507895_67508645",0,81,123,80,152,0,30,8,218
"chr11_68030391_68030964",3,38,105,50,92,1,18,8,146
"chr11_68213366_68214319",10,21,61,31,57,3,9,0,79
"chr11_68271699_68272456",2,32,52,43,63,1,17,2,111
"chr11_68460128_68460844",6,31,63,35,86,3,15,3,94
"chr11_69296985_69297771",5,51,86,46,81,4,16,2,138
"chr11_70270088_70270794",5,33,53,43,81,4,13,2,102
"chr11_71448192_71448852",1,28,47,25,54,1,8,4,91
"chr11_71452831_71453497",0,31,39,29,46,0,9,4,63
"chr11_71928328_71929244",3,44,92,20,49,1,12,1,74
"chr11_72080259_72081084",3,86,125,72,137,2,29,9,221
"chr11_72103131_72103760",4,40,52,21,48,1,11,4,83
"chr11_72111992_72112964",3,84,140,83,120,4,20,7,182
"chr11_72223042_72223697",1,17,51,15,53,0,12,2,87
"chr11_72433904_72434860",11,57,99,44,86,1,18,6,114
"chr11_72613762_72614494",1,59,76,18,45,2,14,3,67
"chr11_72793454_72794135",1,53,73,35,64,0,10,2,77
"chr11_72813960_72814828",4,58,64,26,61,0,14,1,79
"chr11_73142215_73142885",0,56,71,49,88,0,15,4,113
"chr11_73217799_73218527",1,35,60,27,47,2,15,1,93
"chr11_73376054_73376826",3,41,55,23,51,2,4,2,60
"chr11_73597980_73598595",2,47,61,32,80,1,18,3,105
"chr11_73760738_73761580",2,97,138,80,175,1,32,4,231
"chr11_73779072_73779765",6,45,71,36,51,0,10,5,82
"chr11_73876578_73877159",0,44,63,37,75,2,16,3,81
"chr11_73982824_73983575",4,80,114,51,105,1,22,10,154
"chr11_74170753_74171457",3,98,162,68,134,0,39,8,214
"chr11_74398463_74399094",10,50,67,37,71,2,23,5,93
"chr11_74492883_74493664",4,47,84,35,75,2,22,8,116
"chr11_74948899_74949503",1,55,97,46,69,2,19,4,79
"chr11_75340408_75341077",2,53,79,15,74,3,13,5,83
"chr11_75399215_75399847",5,30,72,27,38,2,11,2,84
"chr11_75814551_75815364",2,65,141,91,151,1,33,9,170
"chr11_76380885_76381596",1,50,102,61,107,1,30,10,170
"chr11_76444445_76445119",1,97,155,63,149,1,24,13,174
"chr11_76768374_76769011",1,35,57,18,54,1,10,1,70
"chr11_77175721_77176238",2,27,39,9,27,0,10,3,53
"chr11_77411535_77412251",1,37,54,17,41,0,10,5,52
"chr11_77637468_77638066",3,41,63,29,43,0,16,5,64
"chr11_77820414_77821385",1,55,150,83,145,4,23,6,192
"chr11_77994563_77995252",2,84,187,128,194,2,46,11,259
"chr11_78139372_78139942",3,21,50,15,44,0,14,3,80
"chr11_78188236_78188960",2,69,104,62,128,0,25,7,172
"chr11_78290188_78290702",2,38,93,34,47,0,15,2,97
"chr11_78574573_78575182",3,35,69,31,68,2,15,4,66
"chr11_81869573_81870129",0,29,106,70,144,0,41,7,141
"chr11_82695621_82696200",4,37,62,48,62,2,15,4,71
"chr11_82900222_82900967",0,67,136,67,170,1,18,8,156
"chr11_82901319_82901930",0,52,114,70,123,1,15,4,115
"chr11_83071654_83072283",0,71,192,77,157,0,34,10,182
"chr11_83156507_83157189",0,151,331,224,453,0,68,20,418
"chr11_83193465_83193973",2,30,57,29,66,0,7,6,72
"chr11_83194163_83194918",2,43,79,37,109,0,22,8,106
"chr11_83285514_83286671",7,109,291,163,303,2,69,23,349
"chr11_84714198_84714697",1,7,29,21,18,0,8,4,30
"chr11_85628170_85628751",1,46,129,95,148,0,31,7,163
"chr11_85663999_85665396",3,56,164,62,113,3,22,9,180
"chr11_85854631_85855386",3,58,94,41,99,1,28,5,117
"chr11_86068777_86069541",0,75,129,94,162,0,39,11,174
"chr11_86202657_86203253",2,24,40,19,40,2,13,1,54
"chr11_86244219_86245501",2,96,152,76,162,4,21,3,164
"chr11_86301871_86302431",4,35,90,50,88,2,21,4,104
"chr11_87037488_87038119",0,38,109,54,120,3,19,5,118
"chr11_88103563_88104082",0,13,31,19,40,1,8,4,61
"chr11_88337383_88338015",3,49,93,44,79,4,28,4,114
"chr11_88338164_88338775",1,33,70,40,73,1,22,3,81
"chr11_88414405_88415043",0,21,75,32,54,0,10,4,60
"chr11_88544242_88544769",1,22,51,48,72,0,13,1,79
"chr11_90222780_90223416",2,41,98,96,148,1,26,8,139
"chr11_93197249_93198217",2,48,110,65,134,1,26,5,138
"chr11_93537561_93538311",2,38,52,15,26,1,13,7,50
"chr11_93661300_93661962",0,22,67,33,64,0,16,2,82
"chr11_93741044_93741873",3,51,124,69,90,4,25,8,106
"chr11_93783911_93784581",2,33,64,33,53,0,14,3,71
"chr11_94128591_94129490",4,26,82,35,67,1,24,6,103
"chr11_94493630_94494269",1,50,129,74,134,0,27,8,128
"chr11_94543632_94544409",1,63,95,51,102,1,24,6,154
"chr11_94876724_94877037",3,12,26,12,27,1,7,1,32
"chr11_94973302_94973916",4,45,101,47,79,3,12,6,74
"chr11_95066817_95067702",3,40,84,29,60,1,24,3,136
"chr11_95068477_95069034",1,18,38,23,39,0,13,0,42
"chr11_95089430_95090062",1,46,66,25,82,1,14,5,88
"chr11_95151332_95151913",4,36,68,26,61,4,11,3,69
"chr11_95231070_95231662",1,104,262,143,330,0,55,19,285
"chr11_95256310_95256916",3,33,91,46,79,0,17,7,88
"chr11_95789472_95790143",4,92,220,158,288,1,72,19,324
"chr11_96243148_96243722",1,36,54,27,59,0,14,7,67
"chr11_96343076_96343623",0,31,32,19,43,0,11,2,51
"chr11_96389631_96390302",0,50,83,51,103,0,21,7,124
"chr11_96964565_96965151",4,17,35,31,45,1,12,3,62
"chr11_97683646_97684150",2,6,27,51,54,0,9,5,55
"chr11_98423871_98424390",3,9,18,40,47,0,13,6,51
"chr11_100680996_100681558",0,12,47,52,61,0,17,1,62
"chr11_100687871_100688099",1,6,11,11,12,0,6,1,16
"chr11_101860653_101861184",2,12,22,17,24,2,3,1,36
"chr11_101914729_101915277",0,11,46,32,58,2,20,5,64
